122678785	7.636001498077e-09
122678786	0.5
208105493	8.798516284201015e-09
208105494	0.5
299994536	8.000868549297668e-09
299994537	0.5
388271167	8.052302321538563e-09
388271168	0.5
477186417	9.344333839828404e-09
477186418	0.5
554760218	8.192191165856811e-09
554760219	0.5
635734750	7.293465322857858e-09
635734751	0.5
710065166	8.291312822214086e-09
710065167	0.5
771139248	9.287722798450121e-09
771139249	0.5
840470695	9.107151930130527e-09
840470696	0.5
914859792	7.639449804041734e-09
914859793	0.5
987357873	7.761061128067527e-09
987357874	0.5
1050599796	8.413015225299971e-09
1050599797	0.5
1111566475	9.028123091776737e-09
1111566476	0.5
1175757441	7.856754982030383e-09
1175757442	0.5
1235390287	8.614063697877811e-09
1235390288	0.5
1299679346	9.718834385033715e-09
1299679347	0.5
1355524191	1.029925446520415e-08
1355524192	0.5
1409265805	1.0425051705950442e-08
1409265806	0.5
1467399861	9.990971109010329e-09
1467399862	0.5
1518258484	1.0339033506095636e-08
1518258485	0.5
1579698418	8.61504863805126e-09
1579698419	0.5
1631992898	9.1266350068389e-09
1631992899	0.5
1679691677	1.1146043069685935e-08
1679691678	0.5
1731320610	1.1543746646856006e-08
1731320611	0.5
1770285300	1.2084571786110922e-08
1770285301	0.5
1816162010	1.1260328390864541e-08
1816162011	0.5
1857344122	1.2463587044656355e-08
1857344123	0.5
1899189360	1.1013629677730708e-08
1899189361	0.5
1939403620	1.1687642441683382e-08
1939403621	0.5
1979299541	1.1397713284329192e-08
1979299542	0.5
2018109822	1.1555927931648279e-08
2018109823	0.5
2049486889	1.3339402745926785e-08
2049486890	0.5
2091611320	1.0483812411227089e-08
2091611321	0.5
2118136319	1.4299102611645524e-08
2118136320	0.5
2148947314	1.187517782077471e-08
2148947315	0.5
2179850305	1.3834580623461596e-08
2179850306	0.5
2203764842	1.4363726512881696e-08
